CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,,,,#SETTINGS,
64276,0.9984,1.99936,2.99776,3.99872,4.99968,5.99808,6.99904,8,8.9984,9.99936,10.99776,,,,#SETTINGS,
1240,0.9984,1.99936,2.99776,3.99872,4.99968,5.99808,6.99904,8,8.9984,9.99936,10.99776,,,,motor_type,INDUCTION
3740,0.9984,1.99936,2.99776,3.99872,4.99968,5.99808,6.99904,8,8.9984,9.99936,10.99776,,,,sensor,inc_encoder
6240,0.9984,1.99936,2.99776,3.99872,4.99968,5.99808,6.99904,8,8.9984,9.99936,10.99776,,,,motor_connection,DELTA
8740,0.9984,1.99936,2.99776,3.99872,4.99968,5.99808,6.99904,8,8.9984,9.99936,10.99776,,,,sampling_timing,SYNC
11240,0.9984,1.99936,2.99776,3.99872,4.99968,5.99808,6.99904,8,8.9984,9.99936,10.99776,,,,mode,FOC
13740,0.9984,1.99936,2.99776,3.99872,4.99968,5.99808,6.99904,8,8.9984,9.99936,10.99776,,,,sensored_control,ENABLED
16240,0.9984,1.99936,2.99776,3.99872,4.99968,5.99808,6.99904,8,8.9984,9.99936,10.99776,,,,Fs_trq,40
18740,0.9984,1.99936,2.99776,3.99872,4.99968,5.99808,6.99904,8,8.9984,9.99936,10.99776,,,,Fs_speed,5
21240,0.9984,1.99936,2.99776,3.99872,4.99968,5.99808,6.99904,8,8.9984,9.99936,10.99776,,,,Fswitching,20
23740,0.9984,1.99936,2.99776,3.99872,4.99968,5.99808,6.99904,8,8.9984,9.99936,10.99776,,,,zero_sequence,THIRD_HARMONIC_INJECTION
26240,0.9984,1.99936,2.99776,3.99872,4.99968,5.99808,6.99904,8,8.9984,9.99936,10.99776,,,,Imax_ph,6.0
28740,0.9984,1.99936,2.99776,3.99872,4.99968,5.99808,6.99904,8,8.9984,9.99936,10.99776,,,,Inom_ph,6.0
31240,0.9984,1.99936,2.99776,3.99872,4.99968,5.99808,6.99904,8,8.9984,9.99936,10.99776,,,,I_o_ph,6.0
