CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,,,,#SETTINGS,
7725,0,0,-1,-1,35,0,0,0,35,0,0,,,,#SETTINGS,
10225,0,0,0,-1,35,0,0,0,35,0,0,,,,motor_type,INDUCTION
12725,0,0,-1,-1,35,0,0,0,35,0,0,,,,sensor,inc_encoder
15225,0,0,-1,0,35,0,0,0,35,0,0,,,,motor_connection,DELTA
17725,0,0,-1,-1,35,0,0,0,35,0,0,,,,sampling_timing,SYNC
20225,0,0,0,-1,35,0,0,0,35,0,0,,,,mode,FOC
22725,0,0,-1,-1,35,0,0,0,35,0,0,,,,sensored_control,ENABLED
25225,0,0,0,0,35,0,0,0,35,0,0,,,,Fs_trq,40
27725,0,0,-1,0,35,0,0,0,35,0,0,,,,Fs_speed,5
30225,0,0,0,0,35,0,0,0,35,0,0,,,,Fswitching,20
32725,0,0,-1,0,35,0,0,0,35,0,0,,,,zero_sequence,3RD_HARMONIC_INJ
35225,0,0,0,0,35,0,0,0,35,0,0,,,,Imax_ph,6.0
37725,0,0,-1,-1,35,0,0,0,35,0,0,,,,Inom_ph,6.0
40225,0,0,0,0,35,0,0,0,35,0,0,,,,I_o_ph,6.0
42725,0,0,-1,-1,35,0,0,0,35,0,0,,,,overload_interval,1.2400000095367432
45225,0,0,-1,0,35,0,0,0,35,0,0,,,,overload_limiter,0.699999988079071
47725,0,0,0,0,35,0,0,0,35,0,0,,,,t_drop,1.7999999523162842
50225,0,0,-1,0,35,0,0,0,35,0,0,,,,motor_temp_derate_thres,115.0
52725,0,0,-1,0,35,0,0,0,35,0,0,,,,motor_temp_max_thres,140.0
55225,0,0,-1,0,35,0,0,0,35,0,0,,,,igbt_temp_derate_thres,55.0
57725,0,0,-1,-1,35,0,0,0,35,0,0,,,,igbt_temp_max_thres,80.0
60225,0,0,-1,0,35,0,0,0,35,0,0,,,,v_base,325.2691345214844
62725,0,0,0,0,35,0,0,0,35,0,0,,,,I_base,5.0911688804626465
65225,0,0,0,0,35,0,0,0,35,0,0,,,,no_load_rpm,1500
2189,0,0,0,0,35,0,0,0,35,0,0,,,,nom_rpm,1500
4689,0,0,0,-1,35,0,0,0,35,0,0,,,,max_rpm,2000
7189,0,0,-1,0,35,0,0,0,35,0,0,,,,min_rpm,-2000
9689,0,0,0,0,35,0,0,0,35,0,0,,,,Rs,4.300000190734863
12189,0,0,-1,0,35,0,0,0,35,0,0,,,,Rr,2.299999952316284
14689,0,0,-1,0,35,0,0,0,35,0,0,,,,Lls,0.020800000056624413
17189,0,0,0,-1,35,0,0,0,35,0,0,,,,Llr,0.020800000056624413
19689,0,0,-1,-1,35,0,0,0,35,0,0,,,,Lm,0.3353999853134155
22189,0,0,-1,0,35,0,0,0,35,0,0,,,,Lsig,0.041600000113248825
24689,0,0,-1,-1,35,0,0,0,35,0,0,,,,psi_nom,0.8899999856948853
27189,0,0,-1,0,35,0,0,0,35,0,0,,,,psi_min,0.17800000309944153
29689,0,0,0,0,35,0,0,0,35,0,0,,,,J,0.10000000149011612
32189,0,0,0,0,35,0,0,0,35,0,0,,,,b,0.0
34689,0,0,0,0,35,0,0,0,35,0,0,,,,np,2.0
37189,0,0,-1,-1,35,0,0,0,35,0,0,,,,Ld,0.0005000000237487257
39689,0,0,-1,0,35,0,0,0,35,0,0,,,,Lq,0.0005000000237487257
42189,0,0,-1,-1,35,0,0,0,35,0,0,,,,max_trq_num,21000
